id,Период,минут
215348,текущий_месяц,14
215348,предыдцщий_месяц,13
215349,текущий_месяц,10
215349,предыдцщий_месяц,12
215350,текущий_месяц,13
215350,предыдцщий_месяц,8
215351,текущий_месяц,13
215351,предыдцщий_месяц,11
215352,текущий_месяц,11
215352,предыдцщий_месяц,8
215353,предыдцщий_месяц,10
215353,текущий_месяц,10
215354,предыдцщий_месяц,11
215354,текущий_месяц,12
215355,предыдцщий_месяц,12
215355,текущий_месяц,10
215356,предыдцщий_месяц,6
215356,текущий_месяц,7
215357,предыдцщий_месяц,12
215357,текущий_месяц,6
215358,предыдцщий_месяц,14
215358,текущий_месяц,10
215359,предыдцщий_месяц,13
215359,текущий_месяц,11
215360,текущий_месяц,6
215360,предыдцщий_месяц,9
215361,текущий_месяц,13
215361,предыдцщий_месяц,11
215362,текущий_месяц,13
215362,предыдцщий_месяц,13
215363,предыдцщий_месяц,8
215363,текущий_месяц,5
215364,текущий_месяц,9
215364,предыдцщий_месяц,11
215365,текущий_месяц,10
215365,предыдцщий_месяц,6
215366,текущий_месяц,14
215366,предыдцщий_месяц,8
215367,текущий_месяц,7
215367,предыдцщий_месяц,8
215368,текущий_месяц,9
215368,предыдцщий_месяц,11
215369,предыдцщий_месяц,8
215369,текущий_месяц,9
215370,текущий_месяц,10
215370,предыдцщий_месяц,7
215371,предыдцщий_месяц,10
215371,текущий_месяц,10
215372,текущий_месяц,9
215372,предыдцщий_месяц,9
215373,текущий_месяц,8
215373,предыдцщий_месяц,10
215374,текущий_месяц,8
215374,предыдцщий_месяц,11
215375,предыдцщий_месяц,8
215375,текущий_месяц,9
215376,предыдцщий_месяц,8
215376,текущий_месяц,9
215377,текущий_месяц,7
215377,предыдцщий_месяц,8
215378,предыдцщий_месяц,12
215378,текущий_месяц,8
215379,предыдцщий_месяц,10
215379,текущий_месяц,15
215380,предыдцщий_месяц,12
215380,текущий_месяц,14
215381,текущий_месяц,9
215381,предыдцщий_месяц,9
215382,предыдцщий_месяц,15
215382,текущий_месяц,8
215383,предыдцщий_месяц,7
215383,текущий_месяц,10
215384,текущий_месяц,12
215384,предыдцщий_месяц,11
215385,текущий_месяц,8
215385,предыдцщий_месяц,10
215386,предыдцщий_месяц,14
215386,текущий_месяц,8
215387,текущий_месяц,5
215387,предыдцщий_месяц,7
215388,предыдцщий_месяц,10
215388,текущий_месяц,12
215389,текущий_месяц,7
215389,предыдцщий_месяц,7
215390,текущий_месяц,12
215390,предыдцщий_месяц,8
215391,текущий_месяц,11
215391,предыдцщий_месяц,10
215392,текущий_месяц,7
215392,предыдцщий_месяц,7
215393,текущий_месяц,11
215393,предыдцщий_месяц,12
215394,текущий_месяц,7
215394,предыдцщий_месяц,8
215395,текущий_месяц,9
215395,предыдцщий_месяц,9
215396,текущий_месяц,6
215396,предыдцщий_месяц,12
215397,предыдцщий_месяц,6
215397,текущий_месяц,8
215398,предыдцщий_месяц,5
215398,текущий_месяц,6
215399,предыдцщий_месяц,13
215399,текущий_месяц,10
215400,текущий_месяц,9
215400,предыдцщий_месяц,11
215401,текущий_месяц,8
215401,предыдцщий_месяц,10
215402,предыдцщий_месяц,5
215402,текущий_месяц,5
215403,предыдцщий_месяц,7
215403,текущий_месяц,8
215404,предыдцщий_месяц,12
215404,текущий_месяц,13
215405,предыдцщий_месяц,12
215405,текущий_месяц,9
215406,предыдцщий_месяц,6
215406,текущий_месяц,6
215407,текущий_месяц,13
215407,предыдцщий_месяц,9
215408,текущий_месяц,12
215408,предыдцщий_месяц,10
215409,текущий_месяц,12
215409,предыдцщий_месяц,6
215410,текущий_месяц,4
215410,предыдцщий_месяц,6
215411,текущий_месяц,10
215411,предыдцщий_месяц,9
215412,текущий_месяц,9
215412,предыдцщий_месяц,10
215413,текущий_месяц,12
215413,предыдцщий_месяц,9
215414,текущий_месяц,9
215414,предыдцщий_месяц,13
215415,текущий_месяц,9
215415,предыдцщий_месяц,13
215416,текущий_месяц,8
215416,предыдцщий_месяц,5
215417,текущий_месяц,9
215417,предыдцщий_месяц,9
215418,текущий_месяц,11
215418,предыдцщий_месяц,8
215419,текущий_месяц,11
215419,предыдцщий_месяц,10
215420,текущий_месяц,9
215420,предыдцщий_месяц,11
215421,предыдцщий_месяц,11
215421,текущий_месяц,13
215422,предыдцщий_месяц,6
215422,текущий_месяц,12
215423,предыдцщий_месяц,10
215423,текущий_месяц,10
215424,предыдцщий_месяц,10
215424,текущий_месяц,14
215425,текущий_месяц,11
215425,предыдцщий_месяц,10
215426,текущий_месяц,7
215426,предыдцщий_месяц,10
215427,текущий_месяц,14
215427,предыдцщий_месяц,9
215428,текущий_месяц,9
215428,предыдцщий_месяц,10
215429,текущий_месяц,10
215429,предыдцщий_месяц,11
215430,текущий_месяц,6
215430,предыдцщий_месяц,12
215431,текущий_месяц,14
215431,предыдцщий_месяц,12
215432,текущий_месяц,12
215432,предыдцщий_месяц,12
215433,текущий_месяц,11
215433,предыдцщий_месяц,8
215434,предыдцщий_месяц,7
215434,текущий_месяц,7
215435,текущий_месяц,11
215435,предыдцщий_месяц,7
215436,текущий_месяц,10
215436,предыдцщий_месяц,10
215437,текущий_месяц,6
215437,предыдцщий_месяц,10
215438,текущий_месяц,12
215438,предыдцщий_месяц,10
215439,предыдцщий_месяц,9
215439,текущий_месяц,9
215440,предыдцщий_месяц,7
215440,текущий_месяц,7
215441,предыдцщий_месяц,7
215441,текущий_месяц,12
215442,предыдцщий_месяц,8
215442,текущий_месяц,5
215443,текущий_месяц,8
215443,предыдцщий_месяц,5
215444,текущий_месяц,9
215444,предыдцщий_месяц,5
215445,предыдцщий_месяц,9
215445,текущий_месяц,10
215446,текущий_месяц,14
215446,предыдцщий_месяц,11
215447,предыдцщий_месяц,6
215447,текущий_месяц,9
215448,предыдцщий_месяц,9
215448,текущий_месяц,10
215449,текущий_месяц,13
215449,предыдцщий_месяц,10
215450,предыдцщий_месяц,12
215450,текущий_месяц,8
215451,текущий_месяц,14
215451,предыдцщий_месяц,11
215452,предыдцщий_месяц,11
215452,текущий_месяц,10
215453,предыдцщий_месяц,9
215453,текущий_месяц,12
215454,предыдцщий_месяц,9
215454,текущий_месяц,9
215455,предыдцщий_месяц,12
215455,текущий_месяц,10
215456,текущий_месяц,9
215456,предыдцщий_месяц,10
215457,текущий_месяц,10
215457,предыдцщий_месяц,8
215458,предыдцщий_месяц,14
215458,текущий_месяц,15
215459,предыдцщий_месяц,14
215459,текущий_месяц,8
215460,текущий_месяц,11
215460,предыдцщий_месяц,10
215461,предыдцщий_месяц,12
215461,текущий_месяц,9
215462,текущий_месяц,4
215462,предыдцщий_месяц,6
215463,предыдцщий_месяц,8
215463,текущий_месяц,12
215464,текущий_месяц,10
215464,предыдцщий_месяц,11
215465,текущий_месяц,9
215465,предыдцщий_месяц,11
215466,текущий_месяц,14
215466,предыдцщий_месяц,11
215467,текущий_месяц,13
215467,предыдцщий_месяц,7
215468,текущий_месяц,11
215468,предыдцщий_месяц,9
215469,текущий_месяц,8
215469,предыдцщий_месяц,12
215470,текущий_месяц,11
215470,предыдцщий_месяц,13
215471,текущий_месяц,9
215471,предыдцщий_месяц,7
215472,текущий_месяц,8
215472,предыдцщий_месяц,11
215473,текущий_месяц,13
215473,предыдцщий_месяц,8
215474,текущий_месяц,13
215474,предыдцщий_месяц,11
215475,предыдцщий_месяц,11
215475,текущий_месяц,11
215476,предыдцщий_месяц,6
215476,текущий_месяц,11
215477,текущий_месяц,14
215477,предыдцщий_месяц,12
215478,текущий_месяц,14
215478,предыдцщий_месяц,10
215479,текущий_месяц,8
215479,предыдцщий_месяц,10
215480,текущий_месяц,12
215480,предыдцщий_месяц,6
215481,текущий_месяц,11
215481,предыдцщий_месяц,10
215482,текущий_месяц,10
215482,предыдцщий_месяц,12
215483,текущий_месяц,8
215483,предыдцщий_месяц,8
215484,предыдцщий_месяц,5
215484,текущий_месяц,7
215485,предыдцщий_месяц,10
215485,текущий_месяц,14
215486,текущий_месяц,13
215486,предыдцщий_месяц,9
215487,текущий_месяц,8
215487,предыдцщий_месяц,10
215488,текущий_месяц,8
215488,предыдцщий_месяц,10
215489,текущий_месяц,8
215489,предыдцщий_месяц,9
215490,предыдцщий_месяц,13
215490,текущий_месяц,11
215491,предыдцщий_месяц,11
215491,текущий_месяц,11
215492,предыдцщий_месяц,6
215492,текущий_месяц,9
215493,предыдцщий_месяц,9
215493,текущий_месяц,10
215494,предыдцщий_месяц,9
215494,текущий_месяц,13
215495,предыдцщий_месяц,14
215495,текущий_месяц,11
215496,текущий_месяц,11
215496,предыдцщий_месяц,11
215497,текущий_месяц,5
215497,предыдцщий_месяц,9
215498,текущий_месяц,9
215498,предыдцщий_месяц,9
215499,предыдцщий_месяц,14
215499,текущий_месяц,10
215500,текущий_месяц,12
215500,предыдцщий_месяц,11
215501,предыдцщий_месяц,9
215501,текущий_месяц,9
215502,текущий_месяц,10
215502,предыдцщий_месяц,13
215503,предыдцщий_месяц,7
215503,текущий_месяц,8
215504,текущий_месяц,10
215504,предыдцщий_месяц,11
215505,предыдцщий_месяц,7
215505,текущий_месяц,7
215506,предыдцщий_месяц,11
215506,текущий_месяц,8
215507,предыдцщий_месяц,16
215507,текущий_месяц,9
215508,предыдцщий_месяц,8
215508,текущий_месяц,5
215509,предыдцщий_месяц,8
215509,текущий_месяц,6
215510,текущий_месяц,14
215510,предыдцщий_месяц,9
215511,предыдцщий_месяц,10
215511,текущий_месяц,11
215512,текущий_месяц,8
215512,предыдцщий_месяц,12
215513,предыдцщий_месяц,10
215513,текущий_месяц,8
215514,текущий_месяц,9
215514,предыдцщий_месяц,6
215515,текущий_месяц,13
215515,предыдцщий_месяц,7
215516,текущий_месяц,11
215516,предыдцщий_месяц,9
215517,текущий_месяц,8
215517,предыдцщий_месяц,11
215518,текущий_месяц,6
215518,предыдцщий_месяц,6
215519,текущий_месяц,8
215519,предыдцщий_месяц,8
215520,текущий_месяц,14
215520,предыдцщий_месяц,11
215521,предыдцщий_месяц,11
215521,текущий_месяц,13
215522,предыдцщий_месяц,11
215522,текущий_месяц,11
215523,предыдцщий_месяц,14
215523,текущий_месяц,13
215524,предыдцщий_месяц,12
215524,текущий_месяц,11
215525,предыдцщий_месяц,9
215525,текущий_месяц,10
215526,предыдцщий_месяц,13
215526,текущий_месяц,12
215527,предыдцщий_месяц,8
215527,текущий_месяц,8
215528,предыдцщий_месяц,8
215528,текущий_месяц,8
215529,предыдцщий_месяц,10
215529,текущий_месяц,9
215530,предыдцщий_месяц,9
215530,текущий_месяц,10
215531,предыдцщий_месяц,13
215531,текущий_месяц,13
215532,текущий_месяц,9
215532,предыдцщий_месяц,7
215533,текущий_месяц,6
215533,предыдцщий_месяц,10
215534,предыдцщий_месяц,13
215534,текущий_месяц,10
215535,текущий_месяц,9
215535,предыдцщий_месяц,7
215536,текущий_месяц,12
215536,предыдцщий_месяц,15
215537,текущий_месяц,9
215537,предыдцщий_месяц,7
215538,текущий_месяц,4
215538,предыдцщий_месяц,8
215539,текущий_месяц,9
215539,предыдцщий_месяц,5
215540,текущий_месяц,10
215540,предыдцщий_месяц,9
215541,текущий_месяц,9
215541,предыдцщий_месяц,10
215542,текущий_месяц,9
215542,предыдцщий_месяц,11
215543,текущий_месяц,4
215543,предыдцщий_месяц,5
215544,текущий_месяц,12
215544,предыдцщий_месяц,9
215545,текущий_месяц,9
215545,предыдцщий_месяц,9
215546,текущий_месяц,10
215546,предыдцщий_месяц,11
215547,текущий_месяц,10
215547,предыдцщий_месяц,14
215548,текущий_месяц,12
215548,предыдцщий_месяц,11
215549,текущий_месяц,12
215549,предыдцщий_месяц,11
215550,текущий_месяц,9
215550,предыдцщий_месяц,12
215551,текущий_месяц,6
215551,предыдцщий_месяц,7
215552,текущий_месяц,11
215552,предыдцщий_месяц,12
215553,текущий_месяц,10
215553,предыдцщий_месяц,6
215554,предыдцщий_месяц,9
215554,текущий_месяц,12
215555,текущий_месяц,10
215555,предыдцщий_месяц,8
215556,текущий_месяц,8
215556,предыдцщий_месяц,7
215557,предыдцщий_месяц,10
215557,текущий_месяц,12
215558,предыдцщий_месяц,12
215558,текущий_месяц,14
215559,предыдцщий_месяц,11
215559,текущий_месяц,9
215560,текущий_месяц,12
215560,предыдцщий_месяц,14
215561,предыдцщий_месяц,7
215561,текущий_месяц,12
215562,текущий_месяц,10
215562,предыдцщий_месяц,8
215563,предыдцщий_месяц,10
215563,текущий_месяц,9
215564,предыдцщий_месяц,12
215564,текущий_месяц,12
215565,предыдцщий_месяц,11
215565,текущий_месяц,12
215566,текущий_месяц,14
215566,предыдцщий_месяц,8
215567,предыдцщий_месяц,11
215567,текущий_месяц,8
215568,предыдцщий_месяц,10
215568,текущий_месяц,10
215569,предыдцщий_месяц,11
215569,текущий_месяц,12
215570,предыдцщий_месяц,10
215570,текущий_месяц,10
215571,предыдцщий_месяц,12
215571,текущий_месяц,8
215572,текущий_месяц,15
215572,предыдцщий_месяц,16
215573,предыдцщий_месяц,12
215573,текущий_месяц,12
215574,предыдцщий_месяц,14
215574,текущий_месяц,9
215575,предыдцщий_месяц,7
215575,текущий_месяц,6
215576,текущий_месяц,9
215576,предыдцщий_месяц,8
215577,предыдцщий_месяц,12
215577,текущий_месяц,13
215578,предыдцщий_месяц,10
215578,текущий_месяц,7
215579,предыдцщий_месяц,6
215579,текущий_месяц,11
215580,предыдцщий_месяц,8
215580,текущий_месяц,9
215581,предыдцщий_месяц,8
215581,текущий_месяц,12
215582,предыдцщий_месяц,12
215582,текущий_месяц,13
215583,предыдцщий_месяц,13
215583,текущий_месяц,10
215584,текущий_месяц,11
215584,предыдцщий_месяц,6
215585,текущий_месяц,9
215585,предыдцщий_месяц,12
215586,предыдцщий_месяц,11
215586,текущий_месяц,14
215587,текущий_месяц,7
215587,предыдцщий_месяц,7
215588,текущий_месяц,11
215588,предыдцщий_месяц,8
215589,текущий_месяц,4
215589,предыдцщий_месяц,8
215590,текущий_месяц,14
215590,предыдцщий_месяц,12
215591,текущий_месяц,7
215591,предыдцщий_месяц,7
215592,текущий_месяц,9
215592,предыдцщий_месяц,8
215593,текущий_месяц,9
215593,предыдцщий_месяц,8
215594,текущий_месяц,10
215594,предыдцщий_месяц,13
215595,текущий_месяц,9
215595,предыдцщий_месяц,12
215596,текущий_месяц,8
215596,предыдцщий_месяц,14
215597,текущий_месяц,10
215597,предыдцщий_месяц,13
215598,текущий_месяц,11
215598,предыдцщий_месяц,10
215599,текущий_месяц,8
215599,предыдцщий_месяц,12
215600,предыдцщий_месяц,13
215600,текущий_месяц,14
215601,текущий_месяц,14
215601,предыдцщий_месяц,10
215602,предыдцщий_месяц,14
215602,текущий_месяц,9
215603,текущий_месяц,9
215603,предыдцщий_месяц,14
215604,текущий_месяц,10
215604,предыдцщий_месяц,8
215605,текущий_месяц,14
215605,предыдцщий_месяц,10
215606,предыдцщий_месяц,10
215606,текущий_месяц,7
215607,предыдцщий_месяц,9
215607,текущий_месяц,11
215608,предыдцщий_месяц,10
215608,текущий_месяц,6
215609,текущий_месяц,8
215609,предыдцщий_месяц,8
215610,предыдцщий_месяц,13
215610,текущий_месяц,8
215611,предыдцщий_месяц,14
215611,текущий_месяц,13
215612,текущий_месяц,12
215612,предыдцщий_месяц,8
215613,предыдцщий_месяц,11
215613,текущий_месяц,12
215614,предыдцщий_месяц,14
215614,текущий_месяц,11
215615,текущий_месяц,8
215615,предыдцщий_месяц,13
215616,предыдцщий_месяц,10
215616,текущий_месяц,8
215617,текущий_месяц,14
215617,предыдцщий_месяц,10
215618,предыдцщий_месяц,10
215618,текущий_месяц,7
215619,текущий_месяц,12
215619,предыдцщий_месяц,10
215620,предыдцщий_месяц,9
215620,текущий_месяц,12
215621,предыдцщий_месяц,7
215621,текущий_месяц,11
215622,текущий_месяц,10
215622,предыдцщий_месяц,9
215623,предыдцщий_месяц,9
215623,текущий_месяц,12
215624,текущий_месяц,15
215624,предыдцщий_месяц,7
215625,предыдцщий_месяц,11
215625,текущий_месяц,6
215626,текущий_месяц,10
215626,предыдцщий_месяц,5
215627,текущий_месяц,6
215627,предыдцщий_месяц,8
215628,текущий_месяц,10
215628,предыдцщий_месяц,9
215629,текущий_месяц,13
215629,предыдцщий_месяц,11
215630,текущий_месяц,14
215630,предыдцщий_месяц,15
215631,предыдцщий_месяц,6
215631,текущий_месяц,7
215632,предыдцщий_месяц,10
215632,текущий_месяц,11
215633,предыдцщий_месяц,10
215633,текущий_месяц,13
215634,текущий_месяц,8
215634,предыдцщий_месяц,7
215635,предыдцщий_месяц,11
215635,текущий_месяц,11
215636,текущий_месяц,10
215636,предыдцщий_месяц,8
215637,текущий_месяц,11
215637,предыдцщий_месяц,13
215638,текущий_месяц,12
215638,предыдцщий_месяц,14
215639,предыдцщий_месяц,6
215639,текущий_месяц,10
215640,текущий_месяц,10
215640,предыдцщий_месяц,13
215641,текущий_месяц,9
215641,предыдцщий_месяц,7
215642,предыдцщий_месяц,7
215642,текущий_месяц,7
215643,предыдцщий_месяц,7
215643,текущий_месяц,10
215644,текущий_месяц,10
215644,предыдцщий_месяц,13
215645,предыдцщий_месяц,10
215645,текущий_месяц,11
215646,текущий_месяц,9
215646,предыдцщий_месяц,8
215647,текущий_месяц,9
215647,предыдцщий_месяц,10
215648,текущий_месяц,9
215648,предыдцщий_месяц,10
215649,текущий_месяц,9
215649,предыдцщий_месяц,9
215650,текущий_месяц,6
215650,предыдцщий_месяц,9
215651,текущий_месяц,8
215651,предыдцщий_месяц,10
215652,предыдцщий_месяц,12
215652,текущий_месяц,11
215653,текущий_месяц,13
215653,предыдцщий_месяц,7
215654,предыдцщий_месяц,11
215654,текущий_месяц,9
215655,предыдцщий_месяц,13
215655,текущий_месяц,10
215656,предыдцщий_месяц,7
215656,текущий_месяц,10
215657,предыдцщий_месяц,11
215657,текущий_месяц,9
215658,предыдцщий_месяц,9
215658,текущий_месяц,10
215659,текущий_месяц,10
215659,предыдцщий_месяц,7
215660,текущий_месяц,12
215660,предыдцщий_месяц,6
215661,предыдцщий_месяц,11
215661,текущий_месяц,9
215662,текущий_месяц,9
215662,предыдцщий_месяц,7
215663,текущий_месяц,6
215663,предыдцщий_месяц,5
215664,текущий_месяц,11
215664,предыдцщий_месяц,8
215665,предыдцщий_месяц,11
215665,текущий_месяц,10
215666,предыдцщий_месяц,6
215666,текущий_месяц,10
215667,текущий_месяц,8
215667,предыдцщий_месяц,8
215668,предыдцщий_месяц,6
215668,текущий_месяц,9
215669,текущий_месяц,11
215669,предыдцщий_месяц,8
215670,предыдцщий_месяц,9
215670,текущий_месяц,11
215671,текущий_месяц,8
215671,предыдцщий_месяц,7
215672,текущий_месяц,12
215672,предыдцщий_месяц,9
215673,предыдцщий_месяц,8
215673,текущий_месяц,11
215674,предыдцщий_месяц,11
215674,текущий_месяц,11
215675,текущий_месяц,14
215675,предыдцщий_месяц,13
215676,предыдцщий_месяц,11
215676,текущий_месяц,16
215677,текущий_месяц,16
215677,предыдцщий_месяц,17
215678,текущий_месяц,16
215678,предыдцщий_месяц,19
215679,текущий_месяц,18
215679,предыдцщий_месяц,18
215680,предыдцщий_месяц,11
215680,текущий_месяц,12
215681,предыдцщий_месяц,15
215681,текущий_месяц,19
215682,предыдцщий_месяц,11
215682,текущий_месяц,13
215683,текущий_месяц,14
215683,предыдцщий_месяц,22
215684,текущий_месяц,22
215684,предыдцщий_месяц,18
215685,текущий_месяц,12
215685,предыдцщий_месяц,11
215686,текущий_месяц,9
215686,предыдцщий_месяц,13
215687,текущий_месяц,12
215687,предыдцщий_месяц,17
215688,текущий_месяц,11
215688,предыдцщий_месяц,18
215689,текущий_месяц,18
215689,предыдцщий_месяц,11
215690,текущий_месяц,14
215690,предыдцщий_месяц,13
215691,текущий_месяц,20
215691,предыдцщий_месяц,18
215692,текущий_месяц,8
215692,предыдцщий_месяц,17
215693,текущий_месяц,6
215693,предыдцщий_месяц,16
215694,текущий_месяц,19
215694,предыдцщий_месяц,18
215695,текущий_месяц,20
215695,предыдцщий_месяц,18
215696,предыдцщий_месяц,16
215696,текущий_месяц,11
215697,предыдцщий_месяц,7
215697,текущий_месяц,10
215698,предыдцщий_месяц,12
215698,текущий_месяц,10
215699,текущий_месяц,14
215699,предыдцщий_месяц,12
215700,текущий_месяц,8
215700,предыдцщий_месяц,10
215701,предыдцщий_месяц,9
215701,текущий_месяц,7
215702,предыдцщий_месяц,8
215702,текущий_месяц,7
215703,предыдцщий_месяц,8
215703,текущий_месяц,6
215704,предыдцщий_месяц,9
215704,текущий_месяц,12
215705,предыдцщий_месяц,10
215705,текущий_месяц,7
215706,текущий_месяц,13
215706,предыдцщий_месяц,10
215707,предыдцщий_месяц,9
215707,текущий_месяц,4
215708,текущий_месяц,10
215708,предыдцщий_месяц,10
215709,текущий_месяц,10
215709,предыдцщий_месяц,12
215710,предыдцщий_месяц,7
215710,текущий_месяц,14
215711,предыдцщий_месяц,7
215711,текущий_месяц,9
215712,текущий_месяц,10
215712,предыдцщий_месяц,12
215713,текущий_месяц,14
215713,предыдцщий_месяц,12
215714,предыдцщий_месяц,13
215714,текущий_месяц,9
215715,предыдцщий_месяц,10
215715,текущий_месяц,10
215716,текущий_месяц,14
215716,предыдцщий_месяц,13
215717,предыдцщий_месяц,8
215717,текущий_месяц,8
215718,текущий_месяц,9
215718,предыдцщий_месяц,8
215719,предыдцщий_месяц,10
215719,текущий_месяц,11
215720,текущий_месяц,7
215720,предыдцщий_месяц,8
215721,предыдцщий_месяц,6
215721,текущий_месяц,10
215722,предыдцщий_месяц,10
215722,текущий_месяц,9
215723,текущий_месяц,11
215723,предыдцщий_месяц,8
215724,текущий_месяц,11
215724,предыдцщий_месяц,10
215725,предыдцщий_месяц,10
215725,текущий_месяц,14
215726,предыдцщий_месяц,8
215726,текущий_месяц,7
215727,предыдцщий_месяц,9
215727,текущий_месяц,12
215728,предыдцщий_месяц,11
215728,текущий_месяц,9
215729,текущий_месяц,11
215729,предыдцщий_месяц,9
215730,текущий_месяц,8
215730,предыдцщий_месяц,10
215731,текущий_месяц,11
215731,предыдцщий_месяц,9
215732,предыдцщий_месяц,16
215732,текущий_месяц,11
215733,предыдцщий_месяц,9
215733,текущий_месяц,14
215734,текущий_месяц,11
215734,предыдцщий_месяц,5
215735,предыдцщий_месяц,11
215735,текущий_месяц,9
215736,предыдцщий_месяц,8
215736,текущий_месяц,11
215737,предыдцщий_месяц,9
215737,текущий_месяц,10
215738,текущий_месяц,7
215738,предыдцщий_месяц,9
215739,предыдцщий_месяц,9
215739,текущий_месяц,9
215740,предыдцщий_месяц,13
215740,текущий_месяц,7
215741,текущий_месяц,14
215741,предыдцщий_месяц,10
215742,текущий_месяц,10
215742,предыдцщий_месяц,13
215743,предыдцщий_месяц,11
215743,текущий_месяц,8
215744,предыдцщий_месяц,6
215744,текущий_месяц,9
215745,текущий_месяц,9
215745,предыдцщий_месяц,9
215746,текущий_месяц,9
215746,предыдцщий_месяц,10
215747,текущий_месяц,10
215747,предыдцщий_месяц,10
215748,предыдцщий_месяц,13
215748,текущий_месяц,13
215749,предыдцщий_месяц,14
215749,текущий_месяц,17
215750,предыдцщий_месяц,13
215750,текущий_месяц,14
215751,предыдцщий_месяц,14
215751,текущий_месяц,12
215752,предыдцщий_месяц,13
215752,текущий_месяц,8
215753,предыдцщий_месяц,15
215753,текущий_месяц,15
215754,предыдцщий_месяц,7
215754,текущий_месяц,12
215755,текущий_месяц,7
215755,предыдцщий_месяц,19
215756,предыдцщий_месяц,18
215756,текущий_месяц,17
215757,предыдцщий_месяц,18
215757,текущий_месяц,18
215758,текущий_месяц,12
215758,предыдцщий_месяц,14
215759,текущий_месяц,12
215759,предыдцщий_месяц,20
215760,предыдцщий_месяц,14
215760,текущий_месяц,14
215761,предыдцщий_месяц,12
215761,текущий_месяц,18
215762,предыдцщий_месяц,18
215762,текущий_месяц,12
215763,предыдцщий_месяц,12
215763,текущий_месяц,14
215764,текущий_месяц,5
215764,предыдцщий_месяц,15
215765,текущий_месяц,17
215765,предыдцщий_месяц,18
215766,текущий_месяц,20
215766,предыдцщий_месяц,12
215767,текущий_месяц,18
215767,предыдцщий_месяц,14
215768,предыдцщий_месяц,17
215768,текущий_месяц,9
215769,текущий_месяц,9
215769,предыдцщий_месяц,12
215770,предыдцщий_месяц,20
215770,текущий_месяц,14
215771,предыдцщий_месяц,13
215771,текущий_месяц,22
215772,текущий_месяц,17
215772,предыдцщий_месяц,15
215773,предыдцщий_месяц,13
215773,текущий_месяц,16
215774,предыдцщий_месяц,16
215774,текущий_месяц,16
215775,текущий_месяц,16
215775,предыдцщий_месяц,19
215776,текущий_месяц,11
215776,предыдцщий_месяц,15
215777,предыдцщий_месяц,14
215777,текущий_месяц,20
215778,предыдцщий_месяц,20
215778,текущий_месяц,19
215779,текущий_месяц,15
215779,предыдцщий_месяц,19
215780,текущий_месяц,21
215780,предыдцщий_месяц,12
215781,предыдцщий_месяц,14
215781,текущий_месяц,16
215782,предыдцщий_месяц,12
215782,текущий_месяц,10
215783,предыдцщий_месяц,21
215783,текущий_месяц,8
215784,предыдцщий_месяц,21
