id,Период,минут
215784,текущий_месяц,14
215785,текущий_месяц,16
215785,предыдцщий_месяц,17
215786,предыдцщий_месяц,11
215786,текущий_месяц,8
215787,текущий_месяц,14
215787,предыдцщий_месяц,13
215788,предыдцщий_месяц,17
215788,текущий_месяц,19
215789,предыдцщий_месяц,16
215789,текущий_месяц,20
215790,текущий_месяц,16
215790,предыдцщий_месяц,10
215791,текущий_месяц,6
215791,предыдцщий_месяц,15
215792,текущий_месяц,17
215792,предыдцщий_месяц,17
215793,текущий_месяц,16
215793,предыдцщий_месяц,14
215794,текущий_месяц,18
215794,предыдцщий_месяц,16
215795,текущий_месяц,19
215795,предыдцщий_месяц,12
215796,текущий_месяц,16
215796,предыдцщий_месяц,16
215797,предыдцщий_месяц,14
215797,текущий_месяц,17
215798,предыдцщий_месяц,15
215798,текущий_месяц,16
215799,текущий_месяц,16
215799,предыдцщий_месяц,11
215800,текущий_месяц,14
215800,предыдцщий_месяц,11
215801,текущий_месяц,9
215801,предыдцщий_месяц,12
215802,текущий_месяц,20
215802,предыдцщий_месяц,11
215803,предыдцщий_месяц,9
215803,текущий_месяц,22
215804,предыдцщий_месяц,17
215804,текущий_месяц,14
215805,предыдцщий_месяц,12
215805,текущий_месяц,16
215806,предыдцщий_месяц,16
215806,текущий_месяц,7
215807,предыдцщий_месяц,14
215807,текущий_месяц,18
215808,текущий_месяц,5
215808,предыдцщий_месяц,17
215809,текущий_месяц,13
215809,предыдцщий_месяц,19
215810,предыдцщий_месяц,16
215810,текущий_месяц,10
215811,текущий_месяц,21
215811,предыдцщий_месяц,23
215812,предыдцщий_месяц,9
215812,текущий_месяц,10
215813,предыдцщий_месяц,15
215813,текущий_месяц,20
215814,предыдцщий_месяц,19
215814,текущий_месяц,10
215815,текущий_месяц,11
215815,предыдцщий_месяц,13
215816,предыдцщий_месяц,12
215816,текущий_месяц,19
215817,текущий_месяц,10
215817,предыдцщий_месяц,16
215818,предыдцщий_месяц,16
215818,текущий_месяц,13
215819,текущий_месяц,9
215819,предыдцщий_месяц,10
215820,текущий_месяц,14
215820,предыдцщий_месяц,18
215821,текущий_месяц,15
215821,предыдцщий_месяц,20
215822,текущий_месяц,15
215822,предыдцщий_месяц,14
215823,текущий_месяц,15
215823,предыдцщий_месяц,21
215824,текущий_месяц,12
215824,предыдцщий_месяц,15
215825,текущий_месяц,15
215825,предыдцщий_месяц,17
215826,текущий_месяц,20
215826,предыдцщий_месяц,17
215827,предыдцщий_месяц,21
215827,текущий_месяц,11
215828,текущий_месяц,14
215828,предыдцщий_месяц,10
215829,предыдцщий_месяц,14
215829,текущий_месяц,19
215830,предыдцщий_месяц,19
215830,текущий_месяц,8
215831,текущий_месяц,18
215831,предыдцщий_месяц,17
215832,предыдцщий_месяц,14
215832,текущий_месяц,10
215833,предыдцщий_месяц,14
215833,текущий_месяц,19
215834,предыдцщий_месяц,15
215834,текущий_месяц,13
215835,предыдцщий_месяц,21
215835,текущий_месяц,14
215836,предыдцщий_месяц,12
215836,текущий_месяц,10
215837,предыдцщий_месяц,15
215837,текущий_месяц,18
215838,текущий_месяц,13
215838,предыдцщий_месяц,17
215839,предыдцщий_месяц,13
215839,текущий_месяц,13
215840,текущий_месяц,22
215840,предыдцщий_месяц,17
215841,предыдцщий_месяц,9
215841,текущий_месяц,12
215842,текущий_месяц,10
215842,предыдцщий_месяц,8
215843,текущий_месяц,9
215843,предыдцщий_месяц,14
215844,предыдцщий_месяц,9
215844,текущий_месяц,14
215845,текущий_месяц,18
215845,предыдцщий_месяц,10
215846,предыдцщий_месяц,17
215846,текущий_месяц,14
215847,предыдцщий_месяц,18
215847,текущий_месяц,8
215848,текущий_месяц,11
215848,предыдцщий_месяц,18
215849,текущий_месяц,15
215849,предыдцщий_месяц,18
215850,текущий_месяц,16
215850,предыдцщий_месяц,19
215851,предыдцщий_месяц,17
215851,текущий_месяц,11
215852,текущий_месяц,7
215852,предыдцщий_месяц,14
215853,текущий_месяц,14
215853,предыдцщий_месяц,7
215854,текущий_месяц,8
215854,предыдцщий_месяц,12
215855,текущий_месяц,8
215855,предыдцщий_месяц,21
215856,текущий_месяц,20
215856,предыдцщий_месяц,13
215857,предыдцщий_месяц,19
215857,текущий_месяц,14
215858,текущий_месяц,6
215858,предыдцщий_месяц,20
215859,предыдцщий_месяц,14
215859,текущий_месяц,23
215860,предыдцщий_месяц,18
215860,текущий_месяц,19
215861,текущий_месяц,14
215861,предыдцщий_месяц,8
215862,предыдцщий_месяц,12
215862,текущий_месяц,21
215863,текущий_месяц,20
215863,предыдцщий_месяц,18
215864,текущий_месяц,12
215864,предыдцщий_месяц,11
215865,текущий_месяц,11
215865,предыдцщий_месяц,11
215866,предыдцщий_месяц,17
215866,текущий_месяц,20
215867,текущий_месяц,14
215867,предыдцщий_месяц,13
215868,предыдцщий_месяц,17
215868,текущий_месяц,16
215869,текущий_месяц,19
215869,предыдцщий_месяц,16
215870,предыдцщий_месяц,18
215870,текущий_месяц,11
215871,предыдцщий_месяц,14
215871,текущий_месяц,21
215872,текущий_месяц,7
215872,предыдцщий_месяц,16
215873,текущий_месяц,17
215873,предыдцщий_месяц,16
215874,текущий_месяц,13
215874,предыдцщий_месяц,14
215875,текущий_месяц,18
215875,предыдцщий_месяц,9
215876,предыдцщий_месяц,14
215876,текущий_месяц,14
215877,предыдцщий_месяц,16
215877,текущий_месяц,19
215878,текущий_месяц,10
215878,предыдцщий_месяц,13
215879,текущий_месяц,13
215879,предыдцщий_месяц,22
215880,предыдцщий_месяц,15
215880,текущий_месяц,11
215881,предыдцщий_месяц,17
215881,текущий_месяц,13
215882,предыдцщий_месяц,15
215882,текущий_месяц,14
215883,текущий_месяц,6
215883,предыдцщий_месяц,18
215884,предыдцщий_месяц,13
215884,текущий_месяц,10
215885,текущий_месяц,14
215885,предыдцщий_месяц,13
215886,текущий_месяц,16
215886,предыдцщий_месяц,11
215887,текущий_месяц,16
215887,предыдцщий_месяц,17
215888,текущий_месяц,16
215888,предыдцщий_месяц,19
215889,предыдцщий_месяц,18
215889,текущий_месяц,18
215890,текущий_месяц,12
215890,предыдцщий_месяц,11
215891,текущий_месяц,19
215891,предыдцщий_месяц,15
215892,текущий_месяц,13
215892,предыдцщий_месяц,11
215893,текущий_месяц,14
215893,предыдцщий_месяц,22
215894,текущий_месяц,22
215894,предыдцщий_месяц,18
215895,текущий_месяц,12
215895,предыдцщий_месяц,11
215896,предыдцщий_месяц,13
215896,текущий_месяц,9
215897,предыдцщий_месяц,17
215897,текущий_месяц,12
215898,текущий_месяц,11
215898,предыдцщий_месяц,18
215899,предыдцщий_месяц,11
215899,текущий_месяц,18
215900,предыдцщий_месяц,13
215900,текущий_месяц,14
215901,текущий_месяц,20
215901,предыдцщий_месяц,18
215902,предыдцщий_месяц,17
215902,текущий_месяц,8
215903,текущий_месяц,6
215903,предыдцщий_месяц,16
215904,предыдцщий_месяц,18
215904,текущий_месяц,19
215905,предыдцщий_месяц,18
215905,текущий_месяц,20
215906,текущий_месяц,14
215906,предыдцщий_месяц,13
215907,предыдцщий_месяц,14
215907,текущий_месяц,11
215908,предыдцщий_месяц,10
215908,текущий_месяц,12
215909,предыдцщий_месяц,19
215909,текущий_месяц,14
215910,текущий_месяц,17
215910,предыдцщий_месяц,11
215911,текущий_месяц,14
215911,предыдцщий_месяц,18
215912,текущий_месяц,13
215912,предыдцщий_месяц,12
215913,текущий_месяц,12
215913,предыдцщий_месяц,16
215914,текущий_месяц,15
215914,предыдцщий_месяц,13
215915,текущий_месяц,16
215915,предыдцщий_месяц,15
215916,текущий_месяц,12
215916,предыдцщий_месяц,18
215917,текущий_месяц,14
215917,предыдцщий_месяц,10
215918,текущий_месяц,16
215918,предыдцщий_месяц,15
215919,текущий_месяц,17
215919,предыдцщий_месяц,17
215920,текущий_месяц,11
215920,предыдцщий_месяц,14
215921,предыдцщий_месяц,20
215921,текущий_месяц,12
215922,предыдцщий_месяц,14
215922,текущий_месяц,9
215923,текущий_месяц,14
215923,предыдцщий_месяц,11
215924,текущий_месяц,14
215924,предыдцщий_месяц,13
215925,текущий_месяц,12
215925,предыдцщий_месяц,23
215926,предыдцщий_месяц,18
215926,текущий_месяц,12
215927,текущий_месяц,9
215927,предыдцщий_месяц,17
215928,предыдцщий_месяц,18
215928,текущий_месяц,12
215929,текущий_месяц,19
215929,предыдцщий_месяц,15
215930,текущий_месяц,21
215930,предыдцщий_месяц,12
215931,текущий_месяц,9
215931,предыдцщий_месяц,11
215932,текущий_месяц,6
215932,предыдцщий_месяц,11
215933,предыдцщий_месяц,11
215933,текущий_месяц,10
215934,предыдцщий_месяц,15
215934,текущий_месяц,18
215935,предыдцщий_месяц,15
215935,текущий_месяц,19
215936,текущий_месяц,17
215936,предыдцщий_месяц,17
215937,предыдцщий_месяц,10
215937,текущий_месяц,16
215938,предыдцщий_месяц,15
215938,текущий_месяц,13
215939,предыдцщий_месяц,15
215939,текущий_месяц,22
215940,предыдцщий_месяц,13
215940,текущий_месяц,18
215941,текущий_месяц,18
215941,предыдцщий_месяц,21
215942,текущий_месяц,19
215942,предыдцщий_месяц,15
215943,предыдцщий_месяц,15
215943,текущий_месяц,14
215944,текущий_месяц,16
215944,предыдцщий_месяц,19
215945,текущий_месяц,23
215945,предыдцщий_месяц,19
215946,текущий_месяц,14
215946,предыдцщий_месяц,14
215947,текущий_месяц,13
215947,предыдцщий_месяц,14
215948,текущий_месяц,12
215948,предыдцщий_месяц,12
215949,предыдцщий_месяц,12
215949,текущий_месяц,18
215950,предыдцщий_месяц,11
215950,текущий_месяц,13
215951,предыдцщий_месяц,13
215951,текущий_месяц,18
215952,текущий_месяц,13
215952,предыдцщий_месяц,13
215953,предыдцщий_месяц,17
215953,текущий_месяц,16
215954,текущий_месяц,20
215954,предыдцщий_месяц,20
215955,предыдцщий_месяц,13
215955,текущий_месяц,15
215956,предыдцщий_месяц,17
215956,текущий_месяц,14
215957,предыдцщий_месяц,16
215957,текущий_месяц,21
215958,предыдцщий_месяц,17
215958,текущий_месяц,13
215959,предыдцщий_месяц,13
215959,текущий_месяц,11
215960,предыдцщий_месяц,13
215960,текущий_месяц,8
215961,предыдцщий_месяц,12
215961,текущий_месяц,19
215962,текущий_месяц,12
215962,предыдцщий_месяц,19
215963,предыдцщий_месяц,17
215963,текущий_месяц,17
215964,предыдцщий_месяц,19
215964,текущий_месяц,11
215965,текущий_месяц,18
215965,предыдцщий_месяц,16
215966,текущий_месяц,12
215966,предыдцщий_месяц,14
215967,текущий_месяц,22
215967,предыдцщий_месяц,8
215968,предыдцщий_месяц,13
215968,текущий_месяц,19
215969,предыдцщий_месяц,12
215969,текущий_месяц,10
215970,текущий_месяц,14
215970,предыдцщий_месяц,12
215971,текущий_месяц,14
215971,предыдцщий_месяц,17
215972,текущий_месяц,20
215972,предыдцщий_месяц,23
215973,текущий_месяц,16
215973,предыдцщий_месяц,17
215974,предыдцщий_месяц,19
215974,текущий_месяц,7
215975,предыдцщий_месяц,19
215975,текущий_месяц,18
215976,текущий_месяц,14
215976,предыдцщий_месяц,19
215977,предыдцщий_месяц,14
215977,текущий_месяц,9
215978,текущий_месяц,15
215978,предыдцщий_месяц,15
215979,текущий_месяц,12
215979,предыдцщий_месяц,19
215980,предыдцщий_месяц,13
215980,текущий_месяц,12
215981,предыдцщий_месяц,14
215981,текущий_месяц,15
215982,текущий_месяц,19
215982,предыдцщий_месяц,19
215983,текущий_месяц,7
215983,предыдцщий_месяц,13
215984,текущий_месяц,14
215984,предыдцщий_месяц,15
215985,текущий_месяц,11
215985,предыдцщий_месяц,12
215986,текущий_месяц,10
215986,предыдцщий_месяц,17
215987,предыдцщий_месяц,14
215987,текущий_месяц,15
215988,предыдцщий_месяц,16
215988,текущий_месяц,19
215989,предыдцщий_месяц,20
215989,текущий_месяц,20
215990,предыдцщий_месяц,13
215990,текущий_месяц,16
215991,предыдцщий_месяц,17
215991,текущий_месяц,20
215992,предыдцщий_месяц,10
215992,текущий_месяц,19
215993,текущий_месяц,16
215993,предыдцщий_месяц,18
215994,текущий_месяц,10
215994,предыдцщий_месяц,15
215995,текущий_месяц,11
215995,предыдцщий_месяц,20
215996,предыдцщий_месяц,11
215996,текущий_месяц,22
215997,предыдцщий_месяц,21
215997,текущий_месяц,15
215998,предыдцщий_месяц,12
215998,текущий_месяц,21
215999,предыдцщий_месяц,14
215999,текущий_месяц,11
216000,текущий_месяц,14
216000,предыдцщий_месяц,15
216001,текущий_месяц,13
216001,предыдцщий_месяц,12
216002,предыдцщий_месяц,18
216002,текущий_месяц,19
216003,предыдцщий_месяц,17
216003,текущий_месяц,23
216004,предыдцщий_месяц,20
216004,текущий_месяц,17
216005,предыдцщий_месяц,17
216005,текущий_месяц,13
216006,текущий_месяц,11
216006,предыдцщий_месяц,15
216007,текущий_месяц,4
216007,предыдцщий_месяц,12
216008,текущий_месяц,8
216008,предыдцщий_месяц,8
216009,текущий_месяц,17
216009,предыдцщий_месяц,13
216010,предыдцщий_месяц,17
216010,текущий_месяц,10
216011,предыдцщий_месяц,12
216011,текущий_месяц,10
216012,текущий_месяц,18
216012,предыдцщий_месяц,13
216013,предыдцщий_месяц,13
216013,текущий_месяц,13
216014,текущий_месяц,16
216014,предыдцщий_месяц,19
216015,текущий_месяц,19
216015,предыдцщий_месяц,15
216016,предыдцщий_месяц,17
216016,текущий_месяц,12
216017,текущий_месяц,10
216017,предыдцщий_месяц,16
216018,текущий_месяц,11
216018,предыдцщий_месяц,18
216019,текущий_месяц,16
216019,предыдцщий_месяц,15
216020,текущий_месяц,15
216020,предыдцщий_месяц,8
216021,текущий_месяц,8
216021,предыдцщий_месяц,16
216022,текущий_месяц,11
216022,предыдцщий_месяц,18
216023,текущий_месяц,15
216023,предыдцщий_месяц,16
216024,текущий_месяц,14
216024,предыдцщий_месяц,20
216025,текущий_месяц,12
216025,предыдцщий_месяц,8
216026,текущий_месяц,15
216026,предыдцщий_месяц,14
216027,предыдцщий_месяц,20
216027,текущий_месяц,21
216028,предыдцщий_месяц,10
216028,текущий_месяц,20
216029,предыдцщий_месяц,17
216029,текущий_месяц,15
216030,предыдцщий_месяц,15
216030,текущий_месяц,14
216031,предыдцщий_месяц,20
216031,текущий_месяц,11
216032,предыдцщий_месяц,19
216032,текущий_месяц,19
216033,текущий_месяц,16
216033,предыдцщий_месяц,15
216034,текущий_месяц,14
216034,предыдцщий_месяц,15
216035,предыдцщий_месяц,16
216035,текущий_месяц,13
216036,текущий_месяц,9
216036,предыдцщий_месяц,14
216037,текущий_месяц,18
216037,предыдцщий_месяц,8
216038,предыдцщий_месяц,18
216038,текущий_месяц,11
216039,предыдцщий_месяц,16
216039,текущий_месяц,17
216040,предыдцщий_месяц,14
216040,текущий_месяц,6
216041,текущий_месяц,8
216041,предыдцщий_месяц,13
216042,предыдцщий_месяц,17
216042,текущий_месяц,17
216043,текущий_месяц,12
216043,предыдцщий_месяц,17
216044,предыдцщий_месяц,16
216044,текущий_месяц,13
216045,предыдцщий_месяц,13
216045,текущий_месяц,11
216046,предыдцщий_месяц,21
216046,текущий_месяц,20
216047,предыдцщий_месяц,16
216047,текущий_месяц,18
216048,текущий_месяц,20
216048,предыдцщий_месяц,15
216049,предыдцщий_месяц,15
216049,текущий_месяц,16
216050,предыдцщий_месяц,14
216050,текущий_месяц,16
216051,предыдцщий_месяц,18
216051,текущий_месяц,14
216052,текущий_месяц,18
216052,предыдцщий_месяц,12
216053,текущий_месяц,19
216053,предыдцщий_месяц,12
216054,текущий_месяц,11
216054,предыдцщий_месяц,15
216055,текущий_месяц,9
216055,предыдцщий_месяц,16
216056,предыдцщий_месяц,10
216056,текущий_месяц,16
216057,предыдцщий_месяц,8
216057,текущий_месяц,8
216058,текущий_месяц,14
216058,предыдцщий_месяц,12
216059,текущий_месяц,6
216059,предыдцщий_месяц,15
216060,текущий_месяц,14
216060,предыдцщий_месяц,19
216061,текущий_месяц,15
216061,предыдцщий_месяц,10
216062,предыдцщий_месяц,13
216062,текущий_месяц,9
216063,предыдцщий_месяц,15
216063,текущий_месяц,22
216064,текущий_месяц,18
216064,предыдцщий_месяц,20
216065,предыдцщий_месяц,14
216065,текущий_месяц,12
216066,предыдцщий_месяц,12
216066,текущий_месяц,9
216067,предыдцщий_месяц,18
216067,текущий_месяц,14
216068,предыдцщий_месяц,17
216068,текущий_месяц,9
216069,предыдцщий_месяц,18
216069,текущий_месяц,11
216070,предыдцщий_месяц,19
216070,текущий_месяц,21
216071,предыдцщий_месяц,16
216071,текущий_месяц,11
216072,текущий_месяц,15
216072,предыдцщий_месяц,9
216073,предыдцщий_месяц,9
216073,текущий_месяц,20
216074,предыдцщий_месяц,18
216074,текущий_месяц,12
216075,предыдцщий_месяц,19
216075,текущий_месяц,17
216076,предыдцщий_месяц,15
216076,текущий_месяц,14
216077,предыдцщий_месяц,11
216077,текущий_месяц,13
216078,предыдцщий_месяц,12
216078,текущий_месяц,21
216079,предыдцщий_месяц,16
216079,текущий_месяц,10
216080,предыдцщий_месяц,12
216080,текущий_месяц,18
216081,предыдцщий_месяц,18
216081,текущий_месяц,10
216082,предыдцщий_месяц,14
216082,текущий_месяц,14
216083,предыдцщий_месяц,20
216083,текущий_месяц,11
216084,предыдцщий_месяц,15
216084,текущий_месяц,17
216085,предыдцщий_месяц,11
216085,текущий_месяц,15
216086,предыдцщий_месяц,16
216086,текущий_месяц,15
216087,предыдцщий_месяц,14
216087,текущий_месяц,13
216088,текущий_месяц,21
216088,предыдцщий_месяц,15
216089,текущий_месяц,6
216089,предыдцщий_месяц,7
216090,предыдцщий_месяц,10
216090,текущий_месяц,18
216091,текущий_месяц,13
216091,предыдцщий_месяц,12
216092,текущий_месяц,20
216092,предыдцщий_месяц,17
216093,текущий_месяц,15
216093,предыдцщий_месяц,20
216094,текущий_месяц,14
216094,предыдцщий_месяц,12
216095,текущий_месяц,14
216095,предыдцщий_месяц,17
216096,текущий_месяц,14
216096,предыдцщий_месяц,19
216097,текущий_месяц,6
216097,предыдцщий_месяц,15
216098,предыдцщий_месяц,15
216098,текущий_месяц,13
216099,предыдцщий_месяц,20
216099,текущий_месяц,14
216100,текущий_месяц,12
216100,предыдцщий_месяц,11
216101,текущий_месяц,11
216101,предыдцщий_месяц,15
216102,предыдцщий_месяц,15
216102,текущий_месяц,22
216103,текущий_месяц,12
216103,предыдцщий_месяц,15
216104,предыдцщий_месяц,14
216104,текущий_месяц,17
216105,предыдцщий_месяц,11
216105,текущий_месяц,13
216106,текущий_месяц,12
216106,предыдцщий_месяц,14
216107,предыдцщий_месяц,11
216107,текущий_месяц,15
216108,предыдцщий_месяц,20
216108,текущий_месяц,20
216109,предыдцщий_месяц,12
216109,текущий_месяц,13
216110,текущий_месяц,12
216110,предыдцщий_месяц,18
216111,предыдцщий_месяц,15
216111,текущий_месяц,7
216112,предыдцщий_месяц,15
216112,текущий_месяц,15
216113,текущий_месяц,20
216113,предыдцщий_месяц,12
216114,текущий_месяц,12
216114,предыдцщий_месяц,20
216115,текущий_месяц,9
216115,предыдцщий_месяц,11
216116,текущий_месяц,20
216116,предыдцщий_месяц,15
216117,текущий_месяц,9
216117,предыдцщий_месяц,20
216118,текущий_месяц,14
216118,предыдцщий_месяц,11
216119,текущий_месяц,8
216119,предыдцщий_месяц,12
216120,предыдцщий_месяц,18
216120,текущий_месяц,13
216121,предыдцщий_месяц,18
216121,текущий_месяц,12
216122,предыдцщий_месяц,11
216122,текущий_месяц,13
216123,текущий_месяц,11
216123,предыдцщий_месяц,14
216124,предыдцщий_месяц,13
216124,текущий_месяц,18
216125,текущий_месяц,16
216125,предыдцщий_месяц,20
216126,предыдцщий_месяц,18
216126,текущий_месяц,10
216127,текущий_месяц,17
216127,предыдцщий_месяц,11
216128,предыдцщий_месяц,12
216128,текущий_месяц,17
216129,текущий_месяц,13
216129,предыдцщий_месяц,20
216130,текущий_месяц,20
216130,предыдцщий_месяц,18
216131,текущий_месяц,23
216131,предыдцщий_месяц,12
216132,текущий_месяц,11
216132,предыдцщий_месяц,9
216133,предыдцщий_месяц,19
216133,текущий_месяц,12
216134,текущий_месяц,19
216134,предыдцщий_месяц,8
216135,текущий_месяц,15
216135,предыдцщий_месяц,8
216136,предыдцщий_месяц,16
216136,текущий_месяц,13
216137,предыдцщий_месяц,10
216137,текущий_месяц,12
216138,текущий_месяц,12
216138,предыдцщий_месяц,20
216139,текущий_месяц,18
216139,предыдцщий_месяц,14
216140,текущий_месяц,18
216140,предыдцщий_месяц,10
216141,предыдцщий_месяц,14
216141,текущий_месяц,10
216142,текущий_месяц,16
216142,предыдцщий_месяц,13
216143,текущий_месяц,12
216143,предыдцщий_месяц,18
216144,предыдцщий_месяц,19
216144,текущий_месяц,11
216145,текущий_месяц,17
216145,предыдцщий_месяц,17
216146,текущий_месяц,12
216146,предыдцщий_месяц,11
216147,текущий_месяц,10
216147,предыдцщий_месяц,10
216148,текущий_месяц,4
216148,предыдцщий_месяц,10
216149,предыдцщий_месяц,19
216149,текущий_месяц,17
216150,предыдцщий_месяц,10
216150,текущий_месяц,10
216151,предыдцщий_месяц,14
216151,текущий_месяц,13
216152,текущий_месяц,12
216152,предыдцщий_месяц,21
216153,текущий_месяц,17
216153,предыдцщий_месяц,12
216154,текущий_месяц,15
216154,предыдцщий_месяц,13
216155,текущий_месяц,21
216155,предыдцщий_месяц,20
216156,предыдцщий_месяц,12
216156,текущий_месяц,16
216157,предыдцщий_месяц,17
216157,текущий_месяц,22
216158,предыдцщий_месяц,12
216158,текущий_месяц,16
216159,текущий_месяц,21
216159,предыдцщий_месяц,9
216160,предыдцщий_месяц,13
216160,текущий_месяц,7
216161,текущий_месяц,17
216161,предыдцщий_месяц,16
216162,предыдцщий_месяц,13
216162,текущий_месяц,18
216163,текущий_месяц,9
216163,предыдцщий_месяц,17
216164,предыдцщий_месяц,20
216164,текущий_месяц,12
216165,предыдцщий_месяц,11
216165,текущий_месяц,11
216166,предыдцщий_месяц,13
216166,текущий_месяц,17
216167,предыдцщий_месяц,12
216167,текущий_месяц,20
216168,текущий_месяц,16
216168,предыдцщий_месяц,22
216169,текущий_месяц,18
216169,предыдцщий_месяц,13
216170,текущий_месяц,17
216170,предыдцщий_месяц,11
216171,предыдцщий_месяц,15
216171,текущий_месяц,12
216172,текущий_месяц,16
216172,предыдцщий_месяц,16
216173,предыдцщий_месяц,16
216173,текущий_месяц,8
216174,текущий_месяц,20
216174,предыдцщий_месяц,13
216175,текущий_месяц,12
216175,предыдцщий_месяц,13
216176,текущий_месяц,9
216176,предыдцщий_месяц,18
216177,текущий_месяц,18
216177,предыдцщий_месяц,21
216178,текущий_месяц,14
216178,предыдцщий_месяц,19
216179,текущий_месяц,18
216179,предыдцщий_месяц,18
216180,текущий_месяц,19
216180,предыдцщий_месяц,12
216181,предыдцщий_месяц,19
216181,текущий_месяц,16
216182,текущий_месяц,6
216182,предыдцщий_месяц,14
216183,текущий_месяц,13
216183,предыдцщий_месяц,17
216184,предыдцщий_месяц,14
216184,текущий_месяц,13
216185,предыдцщий_месяц,10
216185,текущий_месяц,14
216186,текущий_месяц,17
216186,предыдцщий_месяц,11
216187,предыдцщий_месяц,14
216187,текущий_месяц,18
216188,предыдцщий_месяц,13
216188,текущий_месяц,15
216189,предыдцщий_месяц,17
216189,текущий_месяц,12
216190,предыдцщий_месяц,21
216190,текущий_месяц,19
216191,предыдцщий_месяц,16
216191,текущий_месяц,11
216192,предыдцщий_месяц,11
216192,текущий_месяц,9
216193,предыдцщий_месяц,14
216193,текущий_месяц,7
216194,предыдцщий_месяц,16
216194,текущий_месяц,20
216195,текущий_месяц,20
216195,предыдцщий_месяц,11
216196,предыдцщий_месяц,21
216196,текущий_месяц,15
216197,текущий_месяц,21
216197,предыдцщий_месяц,17
216198,текущий_месяц,15
216198,предыдцщий_месяц,9
216199,предыдцщий_месяц,15
216199,текущий_месяц,11
216200,текущий_месяц,22
216200,предыдцщий_месяц,15
216201,предыдцщий_месяц,15
216201,текущий_месяц,13
216202,предыдцщий_месяц,14
216202,текущий_месяц,21
216203,предыдцщий_месяц,18
216203,текущий_месяц,15
216204,предыдцщий_месяц,20
216204,текущий_месяц,11
216205,предыдцщий_месяц,16
216205,текущий_месяц,11
216206,предыдцщий_месяц,17
216206,текущий_месяц,9
216207,текущий_месяц,21
216207,предыдцщий_месяц,9
216208,текущий_месяц,20
216208,предыдцщий_месяц,19
216209,текущий_месяц,18
216209,предыдцщий_месяц,16
216210,предыдцщий_месяц,21
216210,текущий_месяц,15
216211,текущий_месяц,17
216211,предыдцщий_месяц,14
216212,предыдцщий_месяц,12
216212,текущий_месяц,17
216213,предыдцщий_месяц,15
216213,текущий_месяц,16
216214,предыдцщий_месяц,14
216214,текущий_месяц,16
216215,текущий_месяц,14
216215,предыдцщий_месяц,14
